codigo_da_parada;logradouro;bairro;cidade;latitude;longitude
010338;Porto Alegre;Barra de Jangada;Cabo de Santo Agostinho;-8 13 14.76;-34 55 43.92
010339;Curcurana;Barra de Jangada;Jaboatão dos Guararapes;-8 13 25.99;-34 55 45.68
010340;Linha Férrea Sul;Jardim Jordão;Jaboatão dos Guararapes;-8 8  48.17;-34 55  3.41
010341;Ayrton Senna da Silva;Piedade;Jaboatão dos Guararapes;-8 9  39.84;-34 54 50.09
010342;Ayrton Senna da Silva;Piedade;Jaboatão dos Guararapes;-8 9  46.18;-34 54 52.44
010343;Shopping Center Guararapes;Piedade;Jaboatão dos Guararapes;-8 9  57.81;-34 55  4.86
010344;Oficinas;Pina;Recife;-8 5   5.84;-34 53  7.86
010346;Dirceu Toscano de Brito;Pina;Recife;-8 5  18.97;-34 53 38.96
010347;Dirceu Toscano de Brito;Pina;Recife;-8 5  19.69;-34 53 31.89
010348;República Árabe Unida;Pina;Recife;-8 5   9.77;-34 53 22.82
020001;Dez de Julho;Boa Viagem;Recife;-8 8 2.68;-34 54 54.43
020002;Joaquim Carneiro;Cajueiro Seco;Jaboatão dos Guararapes;-8 10 18.28;-34 55 58.92
020003;Circular;Jordão Alto;Recife;-8 8   3.05;-34 56 37.68
020004;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 9.57;-34 54 27.11
020005;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 21.40;-34 54 29.82
020006;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 31.61;-34 54 32.03
020007;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 45.02;-34 54 35.01
020008;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 57.74;-34 54 37.11
020009;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 11.09;-34 54 39.24
020010;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 25.99;-34 54 42.22
020011;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 33.52;-34 54 43.66
020012;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 42.44;-34 54 45.47
020013;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 51.85;-34 54 47.34
020014;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 0.10;-34 54 48.84
020015;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 13.94;-34 54 51.51
020016;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 28.88;-34 54 54.37
020017;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 37.93;-34 54 55.94
020018;Mascarenhas de Morais;Imbiribeira;Recife;-8 8 0.17;-34 54 59.79
020019;Salgado Filho;Ibura;Recife;-8 8   2.85;-34 55  2.51
020020;Salgado Filho;Ibura;Recife;-8 8   4.19;-34 55  2.06
020021;Mascarenhas de Morais;Imbiribeira;Recife;-8 8 24.49;-34 55 3.68
020022;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 8  37.89;-34 55  5.79
020023;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 8  44.12;-34 55  6.78
020024;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 8  51.82;-34  55 8.04
020025;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9   2.76;-34 55  9.95
020027;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9  15.92;-34 55 14.37
020028;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9  18.95;-34 55 17.96
020029;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9  24.90;-34 55 28.10
020030;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9  30.74;-34 55 35.79
020031;Júlio Maranhão;Prazeres;Jaboatão dos Guararapes;-8 9  51.25;-34 55 56.22
020032;Júlio Maranhão;Prazeres;Jaboatão dos Guararapes;-8 9 59.45;-34 56 4.80
020033;BR-101;Prazeres;Jaboatão dos Guararapes;-8 10 17.33;-34 56 21.93
020034;BR-101;Prazeres;Jaboatão dos Guararapes;-8 10 22.89;-34 56 27.37
020035;BR-101;Prazeres;Jaboatão dos Guararapes;-8 10 25.20;-34 56 30.40
020036;BR-101 (Retorno);Prazeres;Jaboatão dos Guararapes;-8 10 30.72;-34 56 32.64
020037;BR-101;Prazeres;Jaboatão dos Guararapes;-8 10 22.89;-34 56 22.00
020038;Júlio Maranhão;Prazeres;Jaboatão dos Guararapes;-8 9  54.33;-34 55 57.77
020039;Júlio Maranhão;Prazeres;Jaboatão dos Guararapes;-8 9  49.10;-34 55 52.77
020040;Júlio Maranhão;Prazeres;Jaboatão dos Guararapes;-8 9  42.17;-34 55 46.07
020041;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9  33.33;-34 55 37.90
020043;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9 22.69;-34 55 22.48
020044;Batalha;Jardim Jordão;Jaboatão dos Guararapes;-8 9 15.78;-34 55 13.00
020045;Batalha;Prazeres;Jaboatão dos Guararapes;-8 9 7.21;-34 55 9.77
020047;Batalha;Prazeres;Jaboatão dos Guararapes;-8 8 54.22;-34 55 7.49
020048;Batalha;Prazeres;Jaboatão dos Guararapes;-8 8 42.79;-34 55 5.63
020049;Mascarenhas de Morais;Boa Viagem;Recife;-8 8 28.94;-34 55 3.26
020050;Mascarenhas de Morais;Boa Viagem;Recife;-8 8 24.36;-34 55 2.56
020051;Mascarenhas de Morais;Boa Viagem;Recife;-8 8 19.30;-34 55 1.74
020052;Mascarenhas de Morais;Boa Viagem;Recife;-8 8 0.01;-34 54 58.52
020053;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 39.48;-34 54 55.08
020054;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 31.58;-34 54 53.75
020055;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 14.36;-34 54 50.46
020056;Mascarenhas de Morais;Imbiribeira;Recife;-8 7 5.75;-34 54 48.80
020057;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 52.04;-34 54 46.19
020058;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 41.72;-34 54 44.11
020059;Mascarenhas de Morais;Imbiribeira;Recife;-8 6 24.35;-34 54 40.70
020060;Mascarenhas de Morais;Boa Viagem;Recife;-8 6 8.85;
020061;Mascarenhas de Morais;Boa Viagem;Recife;-8 5 55.75;-34 54 35.77
020062;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 48.21;-34 54 34.49
020063;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 37.53;-34 54 32.19
020064;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 30.22;-34 54 30.60
020065;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 19.90;-34 54 28.25
020066;Mascarenhas de Morais;Imbiribeira;Recife;-8 5 9.46;-34 54 25.87
020067;Monte Verde;Dois Carneiros;Jaboatão dos Guararapes;-8 7 18.12;-34 57 32.23
020068;Luiz Nunes;Pinheiro;Recife;-8 6 1.06;-34 54 45.77
020069;Luiz Nunes;Pinheiro;Recife;-8 6 10.07;-34 54 47.35
020070;Pinheiros;Imbiribeira;Recife;-8.0908;-34.9112
020071;Álvaro Ferraz;Jordão Baixo;Recife;-8 7  49.44;-34 56 17.96
020072;Pinheiros;Pinheiro;Recife;-8 5 25.71;-34 54  55.45
020073;José Brandão Cavalcante;Imbiribeira;Recife;-8.0925;-34.9159
020074;Pinheiros;Imbiribeira;Recife;-8.0906;-34.9154
020075;Pinheiros;Imbiribeira;Recife;-8.0905;-34.9131
020076;Pinheiros;Imbiribeira;Recife;-8.0909;-34.9111
020077;Alves de Souza;Imbiribeira;Recife;-8 5 52.29;-34 54 46.13
020078;Alves de Souza;Imbiribeira;Recife;-8 5 50.80;-34 54 52.88
020079;Alves de Souza;Imbiribeira;Recife;-8 5 49.07;-34 55 0.46
020080;José Brandão Cavalcante;Imbiribeira;Recife;-8.0925;-34.9156
020081;Alves de Souza;Imbiribeira;Recife;-8 5 49.49;-34 55 0.74
020082;Alves de Souza;Imbiribeira;Recife;-8 5 51.26;-34 54 52.79
020083;Alves de Souza;Imbiribeira;Recife;-8 5 52.87;-34 54 45.57
020084;José Brandão Cavalcante;Imbiribeira;Recife;-8 5 42.00;-34 55 0.48
020085;José Brandão Cavalcante;Imbiribeira;Recife;-8 5 44.68;-34 55 0.70
020086;Jean Emile Favre;Imbiribeira;Recife;-8 6 22.16;-34 54 44.73
020087;Jean Emile Favre;Ipsep;Recife;-8.1067;-34.9146
020088;Jean Emile Favre;Ipsep;Recife;-8 6 30.23;-34 54 59.75
020089;Jean Emile Favre;Ipsep;Recife;-8 6 39.01;-34 55 9.85
020090;Jean Emile Favre;Ipsep;Recife;-8 6 46.67;-34 55 18.67
020091;Jean Emile Favre;Ipsep;Recife;-8 6 53.16;-34 55 26.18
020092;Jean Emile Favre;Ipsep;Recife;-8 6 51.84;-34 55 23.88
020093;Jean Emile Favre;Ipsep;Recife;-8 6 48.52;-34 55 20.12
020094;Jean Emile Favre;Ipsep;Recife;-8 6 41.98;-34 55 12.58
020095;Jean Emile Favre;Ipsep;Recife;-8 6 37.20;-34 55 7.06
020096;Jean Emile Favre;Ipsep;Recife;-8 6 31.69;-34 55 0.73
020097;Itacari;Ipsep;Recife;-8 6 30.24;-34 54 50.04
020098;Jamaica;Imbiribeira;Recife;-8 6 26.48;-34 54 48.34
020099;Pampulha;Ipsep;Recife;-8 6 32.46;-34 54 59.11
020100;Pampulha;Imbiribeira;Recife;-8 6 35.60;-34 54 47.48
020101;Blumenau;Ipsep;Recife;-8 6 32.76;-34 55  8.04
020102;Blumenau;Ipsep;Recife;-8 6 26.68;-34 55 13.33
020103;Antônio de Albuquerque;Ipsep;Recife;-8 6 26.21;-34 55 21.88
020104;Nicolau;Ipsep;Recife;-8 6 23.22;-34 55 26.04
020105;Kennedy;Ipsep;Recife;-8 6 12.02;-34 55 38.24
020106;Hélio Brandão;Ipsep;Recife;-8 6 12.04;-34 55 38.25
020107;Hélio Brandão;Ipsep;Recife;-8 6 19.71;-34 55 33.88
020108;Adolfo Faro;Ipsep;Recife;-8 6 45.25;-34 55 26.71
020109;Antônio de Albuquerque;Ipsep;Recife;-8 6 27.71;-34 55 30.15
020110;José Vicente;Ipsep;Recife;-8 6 32.04;-34 55 27.73
020111;José Vicente;Ipsep;Recife;-8 6 42.24;-34 55 26.28
020112;Anísio Galvão;Ipsep;Recife;-8 6 47.16;-34 55 20.28
020113;Aristides Lobo;Ipsep;Recife;-8 6 43.03;-34 55 25.33
020114;José Vicente;Ipsep;Recife;-8 6 37.10;-34 55 26.45
020115;José Vicente;Ipsep;Recife;-8 6 28.21;-34 55 27.62
020116;José Vicente;Ipsep;Recife;-8 6 25.92;-34 55 28.56
020117;Francisco Barreto;Ipsep;Recife;-8 6 33.48;-34 55 17.40
020118;Francisco Barreto;Ipsep;Recife;-8 6 39.19;-34 55 11.98
020119;Saldanha Marinho;Ipsep;Recife;-8 6 48.80;-34 55 6.26
020120;Saldanha Marinho;Ipsep;Recife;-8 6 54.36;-34 55 12.72
020121;Saturnino Meireles;Ipsep;Recife;-8 6 50.55;-34 55 17.45
020122;Raimundo Diniz;Ipsep;Recife;-8 6 51.41;-34 55 17.47
020123;Raimundo Diniz;Ipsep;Recife;-8 6 51.48;-34 55 17.04
020124;Saldanha Marinho;Ipsep;Recife;-8 6 55.44;-34 55 13.44
020125;Saldanha Marinho;Ipsep;Recife;-8 6 54.08;-34 55 11.84
020126;Rio Amazonas;Ipsep;Recife;-8 6 50.38;-34 55 2.20
020127;Rio Itororó;Ipsep;Recife;-8.1134;-34.9167
020128;Rio Tocantins;Ipsep;Recife;-8 6 40.42;-34 55 1.28
020129;Robert Kennedy;Ipsep;Recife;-8 6 55.97;-34 54 59.94
020130;Robert Kennedy;Ipsep;Recife;-8 7 1.03;-34 55 5.82
020131;Robert Kennedy;Ipsep;Recife;-8 7 8.68;-34 55 14.58
020132;Recife;Imbiribeira;Recife;-8 7 19.13;-34 55 2.72
020133;Recife;Ipsep;Recife;-8 7 11.50;-34 55 11.90
020134;Recife;Ibura;Recife;-8 7 3.80;-34 55 20.55
020135;Recife;Ibura;Recife;-8 6 57.61;-34 55 25.95
020136;Recife;Ibura;Recife;-8 6 42.34;-34 55 35.17
020137;Recife;Ibura;Recife;-8 6 36.20;-34 55 36.04
020138;Recife;Ibura;Recife;-8 6 20.05;-34 55 38.33
020139;Recife;Ibura;Recife;-8 6 11.06;-34 55 39.59
020140;Recife;Ibura;Recife;-8 5 59.28;-34 55 41.16
020141;Recife;Areias;Recife;-8 5 49.56;-34 55 42.60
020142;Recife;Areias;Recife;-8 5 42.17;-34 55 43.57
020143;Recife;Areias;Recife;-8 5 31.86;-34 55 45.06
020144;Recife;Areias;Recife;-8 5 22.23;-34 55 46.45
020145;Recife;Estância;Recife;-8 5 0.03;-34 55 57.19
020146;Recife;Areias;Recife;-8 4 49.15;-34 56  0.72
020147;Recife;Jardim São Paulo;Recife;-8 4 31.85;-34 56 9.72
020148;Recife;Jardim São Paulo;Recife;-8 4 12.42;-34 56 22.95
020149;Recife;Curado;Recife;-8 3 50.84;-34 56 38.18
020150;Recife;Curado;Recife;-8 4 18.57;-34 56 20.09
020151;Recife;Jardim São Paulo;Recife;-8 4 30.42;-34 56 12.14
020152;Recife;Jardim São Paulo;Recife;-8 4  44.55;-34 56  3.27
020153;Recife;Estância;Recife;-8 4 59.96;-34 55 58.36
020154;Recife;Areias;Recife;-8 5 22.23;-34 55 47.30
020155;Recife;Areias;Recife;-8 5 36.62;-34 55 45.24
020156;Recife;Areias;Recife;-8 5 49.20;-34 55 43.62
020157;Recife;Areias;Recife;-8 5 58.90;-34 55 42.14
020158;Recife;Areias;Recife;-8 6 17.48;-34  55 39.57
020159;Recife;Ibura;Recife;-8 6 26.79;-34 55 38.27
020160;Recife;Ibura;Recife;-8 6 31.22;-34 55 37.61
020161;Recife;Ibura;Recife;-8 6 42.27;-34 55 36.09
020162;Recife;Ibura;Recife;-8 7 0.06;-34 55 24.98
020163;Recife;Ibura;Recife;-8 7 6.79;-34 55 19.05
020164;Recife;Ipsep;Recife;-8 7 11.66;-34 55 13.32
020165;Recife;Ipsep;Recife;-8 7 18.42;-34 55 5.74
020166;Hélio Brandão;Ipsep;Recife;-8 6 25.49;-34 55 32.75
020167;Hélder Câmara;Ibura;Recife;-8 6 25.29;-34 55 40.59
020168;Hélder Câmara;Ibura;Recife;-8 6 28.08;-34 55 53.40
020169;Hélder Câmara;Ibura;Recife;-8 6 31.64;-34 56 5.84
020170;Dois Rios;Ibura;Recife;-8 6 36.18;-34 56 11.49
020171;Dois Rios;Ibura;Recife;-8 6 44.67;-34 56 17.88
020172;Dois Rios;Ipsep;Recife;-8 6 53.99;-34 56 24.30
020173;Dois Rios;Ipsep;Recife;-8 7 0.84;-34 56 29.04
020174;Dois Rios;Ibura;Recife;-8 7 5.87;-34 56 32.56
020175;Dois Rios;Ibura;Recife;-8 7 8.49;-34 56 33.79
020176;Dois Rios;Ibura;Recife;-8 6 59.36;-34 56 27.40
020177;Dois Rios;Ibura;Recife;-8 6 50.54;-34 56 21.31
020178;Dois Rios;Ibura;Recife;-8.1110;-34.9372
020179;Hélder Câmara;Ibura;Recife;-8 6 32.38;-34 56 5.75
020180;Hélder Câmara;Ibura;Recife;-8 6 28.44;-34 55 52.60
020181;Edson Régis;Ibura;Recife;-8 6 36.05;-34 56 4.36
020182;Edson Régis;Ibura;Recife;-8 6 43.56;-34 55 58.08
020183;Edson Régis;Ibura;Recife;-8 6 49.32;-34 55 53.04
020184;Edson Régis;Ibura;Recife;-8 6 58.32;-34 55 45.12
020185;Edson Régis;Ibura;Recife;-8 7 1.51;-34 55 48.16
020186;Rio Moxotó;Ibura;Recife;-8 7 0.12;-34 55 44.88
020187;Edson Régis;Ibura;Recife;-8 6 53.61;-34 55 48.83
020188;Edson Régis;Ibura;Recife;-8 6 49.59;-34 55 52.32
020189;Edson Régis;Ibura;Recife;-8 6 43.33;-34 55 57.79
020190;Edson Régis;Ibura;Recife;-8 6 36.66;-34 56 3.39
020191;Agenor de Albuquerque;Ibura;Recife;-8 6 36.66;-34 56 3.39
020192;Rio Brigida;Ibura;Recife;-8 6 38.24;-34 56 25.75
020193;Agenor de Albuquerque;Ibura;Recife;-8 6 36.66;-34 56 33.70
020194;Riacho de Santana;Ibura;Recife;-8 6 37.35;-34 56 37.42
020195;Riacho de Santana;Ibura;Recife;-8 6 43.92;-34 56 37.76
020196;Rio Parnaíba;Ibura;Recife;-8 6 56.11;-34 56 35.19
020197;Rio Parnaíba;Ibura;Recife;-8 6 55.77;-34 56 36.27
020198;Riacho de Santana;Ibura;Recife;-8 6 49.79;-34 56 37.81
020199;Riacho de Santana;Ibura;Recife;-8 6 43.00;-34 56 37.42
020200;Riacho de Santana;Ibura;Recife;-8 6 37.20;-34 56 37.15
020201;Agenor de Albuquerque;Ibura;Recife;-8 6 36.96;-34 56 33.42
020202;Agenor de Albuquerque;Ibura;Recife;-8 6 37.93;-34 56 17.16
020203;Vicente Curado;Cohab;Recife;-8 7 56.63;-34 56 54.26
020204;Vicente Curado;Cohab;Recife;-8 7 49.10;-34 56 48.35
020205;Virgílio Lúcio;Cohab;Jaboatão dos Guararapes;-8 7 36.20;-34 56 47.80
020206;Virgílio Lúcio;Cohab;Jaboatão dos Guararapes;-8 7 32.64;-34 56 46.00
020207;Mato Grosso;Cohab;Recife;-8 7 28.46;-34 56 47.73
020208;Vitória de Santo Antão;Cohab;Recife;-8 7 21.66;-34 56 50.18
020209;Pernambuco;Cohab;Recife;-8 7 19.01;-34 56 47.70
020210;Pernambuco;Cohab;Recife;-8 7 9.82;-34 56 45.93
020211;Pernambuco;Cohab;Recife;-8 7 3.57;-34 56 47.73
020212;Pernambuco;Cohab;Recife;-8 6 56.92;-34 56 49.60
020213;Pernambuco;Cohab;Recife;-8 6 58.69;-34 56 49.43
020214;Pernambuco;Cohab;Recife;-8 7 9.01;-34 56 46.48
020215;Pernambuco;Cohab;Recife;-8 7 17.39;-34 56 46.53
020216;Mato Grosso;Cohab;Recife;-8 7 22.25;-34 56 53.35
020217;Mato Grosso;Cohab;Recife;-8 7 25.71;-34 56 52.82
020218;Virgílio Lúcio;Cohab;Jaboatão dos Guararapes;-8 7 31.53;-34 56 47.48
020219;Virgílio Lúcio;Cohab;Jaboatão dos Guararapes;-8 7 36.07;-34 56 48.14
020220;Luiz Malheiros;Cohab;Recife;-8 7 44.31;-34 56 47.32
020221;Vicente Curado;Cohab;Recife;-8 7 49.80;-34 56 49.14
020222;Vicente Curado;Cohab;Recife;-8 7 56.63;-34 56 54.70
020223;Rio São Francisco;Cohab;Recife;-8 6 55.20;-34 56 54.23
020224;Muribara;Cohab;Recife;-8 6 51.43;-34 56 58.54
020225;Muribara;Cohab;Recife;-8 6 42.44;-34 57 0.24
020226;Muribara;Cohab;Recife;-8 06 46.28;-34 56 59.51
020227;Muribeca;Barro;Recife;-8 6 38.31;-34 57 6.07
020228;Serra Verde;Barro;Recife;-8 06 41.00;-34 57 07.53
020229;Serra Verde;Barro;Recife;-8 06 46.24;-34 57 06.12
020230;Serra Verde;Barro;Recife;-8 6 53.28;-34 57 5.04
020231;Rio São Francisco;Cohab;Recife;-8 6 54.94;-34 56 59.75
020232;Rio São Francisco;Cohab;Recife;-8.1154;-34.9478
020233;Pernambuco;Cohab;Recife;-8 7 7.06;-34 56 46.41
020234;Rio Largo;Cohab;Recife;-8 6 51.72;-34 57 13.21
020235;Santos;Cohab;Recife;-8.1145;-34.9550
020236;Santa Fé;Cohab;Recife;-8 6 58.01;-34 57 19.73
020237;Santa Fé;Cohab;Recife;-8 7 7.66;-34 57 16.96
020238;Santa Fé;Cohab;Recife;-8 7 11.30;-34 57 15.93
020239;Santa Fé;Cohab;Recife;-8 7 18.39;-34 57 13.85
020243;Santa Fé;Cohab;Recife;-8.1217;-34.9538
020244;Santa Fé;Cohab;Recife;-8.1196;-34.9544
020245;Santa Fé;Cohab;Recife;-8 07 07.33;-34 57 16.75
020246;Santa Fé;Cohab;Recife;-8.1165;-34.9553
020247;Santos;Cohab;Recife;-8 6 53.44;-34 57 16.34
020248;Rio Largo;Cohab;Recife;-8 6 51.46;-34 57 13.01
020249;Doze de Junho;Cohab;Recife;-8 6 45.62;-34 57 11.24
020250;Médici;Cohab;Recife;-8 6 32.76;-34 57 14.03
020251;Antônio;UR-3;Recife;-8 6 26.64;-34 57 6.84
020252;Luiz Gonzaga;UR-3;Jaboatão dos Guararapes;-8.1066;-34.9539
020253;Raul Seixas;Barro;Recife;-8.1063;-34.9536
020254;Francisco Alves;Barro;Recife;-8 06 21.38;-34 57 14.61
020255;Antônio;Barro;Recife;-8 6 29.84;-34 57 8.74
020256;Médici;Barro;Recife;-8 6 32.98;-34 57 13.89
020257;Médici;UR-3;Recife;-8 6 33.20;-34 57 11.55
020258;Médici;UR-3;Recife;-8 6 27.78;-34 57 22.10
020259;Médici;UR-3;Recife;-8 6 25.01;-34 57 25.04
020260;Médici;UR-3;Recife;-8 6 27.78;-34 57 22.44
020261;Médici;Barro;Recife;-8 6 32.58;-34 57 17.22
020262;Médici;UR-3;Recife;-8 6 44.19;-34 57 12.28
020263;Costa Porto;Cohab;Jaboatão dos Guararapes;-8 6 49.58;-34 57 19.90
020264;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 39.99;-34 57 29.51
020265;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 38.38;-34 57 33.00
020266;Belém de Judá;Cohab;Recife;-8 6 34.59;-34 57 44.99
020267;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 38.18;-34 57 49.72
020268;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 42.64;-34 57 49.69
020269;Belém de Judá;Dois Carneiros;Recife;-8 6 38.18;-34 57 49.30
020270;Belém de Judá;Dois Carneiros;Recife;-8 6 34.96;-34 57 44.61
020271;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 37.64;-34 57 38.07
020272;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 41.04;-34 57 28.08
020273;Costa Porto;Dois Carneiros;Jaboatão dos Guararapes;-8 6 50.74;-34 57 19.75
020274;Chapada do Araripe;Jardim monte verde;Recife;-8 6 53.64;-34 57 34.81
020275;Chapada do Araripe;Jardim monte verde;Recife;-8 6 58.00;-34 57 33.32
020276;Chapada do Araripe;Jardim monte verde;Recife;-8 7 2.25;-34 57 32.55
020277;Chapada do Araripe;Jardim monte verde;Recife;-8 7 8.08;-34 57 36.64
020278;Chapada do Araripe;Jardim monte verde;Recife;-8 7 14.88;-34 57 34.92
020279;Queixaramobim;Cohab;Recife;-8 7  20.12;-34 57 14.39
020280;Chapada do Araripe;Jardim monte verde;Recife;-8 7 2.28;-34 57 31.82
020281;Chapada do Araripe;Jardim monte verde;Recife;-8 6 52.58;-34 57 34.63
020282;BR-101;Ibura;Recife;-8 7 14.77;-34 56 36.64
020283;Robert Kennedy;Ipsep;Recife;-8 7   1.58;-34 55  6.46
020284;Rio Xingú;Ibura;Recife;-8 7 7.98;-34 56 25.30
020285;Rio Xingú;Ibura;Recife;-8 7 11.69;-34 56 19.95
020286;Rio Xingú;Ibura;Recife;-8 7 18.12;-34 56 10.68
020287;Emílio Monteiro Fonsêca;Ibura;Recife;-8 7 24.88;-34 56 9.07
020288;Emílio Monteiro Fonsêca;Ibura;Recife;-8 7 35.07;-34 56 16.17
020289;Nova Canaã;Jordão Baixo;Recife;-8 7 48.16;-34 56 17.98
020290;Álvaro Ferraz;Jordão Baixo;Recife;-8 7 54.13;-34 56 16.47
020291;Álvaro Ferraz;Jordão Baixo;Recife;-8 8 2.40;-34 56 13.56
020292;Alberto Lundgren;Jordão Baixo;Recife;-8 8 12.59;-34 56 12.20
020293;Alberto Lundgren;Jordão Baixo;Recife;-8 8 12.27;-34 56 11.20
020294;Álvaro Ferraz;Jordão Baixo;Recife;-8 8 1.34;-34 56 13.61
020295;Álvaro Ferraz;Jordão Baixo;Recife;-8 7 52.56;-34 56 16.69
020296;Nova Canaã;Jordão Baixo;Recife;-8 7 47.63;-34 56 17.85
020297;Emílio Monteiro Fonsêca;Jordão Baixo;Recife;-8 7 38.93;-34 56 18.35
020298;Emílio Monteiro Fonsêca;Jordão Baixo;Recife;-8 7 32.33;-34 56 13.65
020299;Emílio Monteiro Fonsêca;Jordão Baixo;Recife;-8 7 27.26;-34 56 10.23
020300;Rio Xingú;Ibura;Recife;-8 7 19.05;-34 56 8.81
020301;Rio Xingú;Ibura;Recife;-8 7 12.00;-34 56 18.96
020302;Rio Xingú;Ibura;Recife;-8 7 6.33;-34 56 27.09
020303;Rio Tapado;Ibura;Recife;-8 7 2.84;-34 56 32.99
020304;Carentina;Jordão Alto;Recife;-8 8 2.86;-34 56 29.85
020305;Carentina;Jordão Alto;Recife;-8 8 6.49;-34 56 26.72
020306;Carentina;Jordão Baixo;Recife;-8 8 12.07;-34 56 14.06
020307;Maria Irene;Jordão Baixo;Recife;-8 8 20.10;-34 56 8.59
020308;Maria Irene;Jordão Baixo;Recife;-8 8 26.11;-34 56 3.24
020309;Maria Irene;Jordão Baixo;Recife;-8 8 28.61;-34 55 58.41
020310;Maria Irene;Jordão Baixo;Recife;-8 8 27.13;-34 55 47.75
020311;Maria Irene;Jordão Baixo;Recife;-8 8 26.16;-34 55 40.75
020312;Maria Irene;Jordão Baixo;Recife;-8 8 26.28;-34 55 30.59
020313;Maria Irene;Jordão Baixo;Recife;-8 8 24.19;-34 55 20.03
020314;Alberto Santos Dumont;Jordão Baixo;Recife;-8 8 28.69;-34 55 12.79
020315;Alberto Santos Dumont;Jordão Baixo;Recife;-8 8 25.28;-34 55 15.79
020316;Maria Irene;Jordão Baixo;Recife;-8 8 24.67;-34 55 21.82
020317;Maria Irene;Jordão Baixo;Recife;-8 8 25.69;-34 55 34.14
020318;Maria Irene;Jordão Baixo;Recife;-8 8 25.86;-34 55 41.48
020319;Maria Irene;Jordão Baixo;Recife;-8 8 27.15;-34 55 50.67
020320;Maria Irene;Jordão Baixo;Recife;-8 8 27.92;-34 55 56.02
020321;Maria Irene;Jordão Baixo;Recife;-8 8 25.60;-34 56 3.30
020322;Maria Irene;Jordão Baixo;Recife;-8 8 21.74;-34 56 6.65
020323;Carentina;Jordão Baixo;Recife;-8 8 12.58;-34 56 13.51
020324;Carentina;Jordão Alto;Recife;-8 8 7.44;-34 56 25.83
020325;Carentina;Jordão Alto;Recife;-8 8 2.54;-34 56 30.05
020326;Adolfo Faro;Ipsep;Recife;-8 6  45.54;-34 55 27.01
020327;Socorro;Corrego da Gameleira;Jaboatão dos Guararapes;-8 8 19.09;-34 56 35.54
020328;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 13.86;-34 56 26.49
020329;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 13.48;-34 56 22.15
020330;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 12.84;-34 56 15.00
020331;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 12.66;-34 56 16.79
020332;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 13.14;-34 56 22.19
020333;Boanerges Pereira;Corrego da Gameleira;Recife;-8 8 13.44;-34 56 25.82
020334;Socorro;Corrego da Gameleira;Jaboatão dos Guararapes;-8 8 18.59;-34 56 30.62
020335;Ipanema;Jardim Jordão;Jaboatão dos Guararapes;-8 8 30.11;-34 56 27.77
020336;Ipanema;Jardim Jordão;Jaboatão dos Guararapes;-8 8 35.79;-34 56 23.90
020337;Gonçalves Dias;Jardim Jordão;Jaboatão dos Guararapes;-8 8 37.16;-34 56 17.82
