codigo_da_parada;logradouro;bairro;cidade;latitude;longitude
020486;João Rio Branco de Lima;UR-12;Recife;-8 7  26.41;-34 57 13.76
020487;Pilões;Comporta;Cabo de Santo Agostinho;-8 11 15.76;-34 57 53.28
030000;Cabo;Cohab;Cabo de Santo Agostinho;-8 17 8.20;-35 1 57.97
030001;Reginaldo Pereira Fonseca;Cohab;Cabo de Santo Agostinho;-8 17 41.81;-35 1 49.99
030130;Joaquim Rodrigues da Cunha;Gaibu;Cabo de Santo Agostinho;-8 20 21.67;-34 57 19.10
030131;Joaquim Rodrigues da Cunha;Gaibu;Cabo de Santo Agostinho;-8 20 21.67;-34 57 19.10
030133;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 29.13;-35 2 39.17
030135;Manoel Gomes da Silva (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 28.87;-35 1 5.85
030136;Manoel Gomes da Silva (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8   26 32.30;-35  1 10.85
030137;Manoel Gomes da Silva (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8  26 33.81;-35  1 12.01
030138;Manoel Gomes da Silva (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 28.19;-35  1 5.49
030139;Manoel Gomes da Silva (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8  26 22.96;-35  0 58.79
030140;Silvino Alves (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 29.83;-35  0 56.88
030141;Mário Júlio Rêgo (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8  26 34.24;-35  0 52.31
030142;Mário Júlio Rêgo (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 35.51;-35  0 48.03
030143;Cristovão de Souza Leão (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 35.31;-35   0 47.68
030144;Colégio (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8 26 24.62;-35 0 42.09
030145;Cristovão de Souza Leão (N. S. do Ó);Nossa Senhora do Ó;Ipojuca;-8  26 21.28;-35  0 44.59
030146;Comércio (centro de Camela);Rua Do Comercio;Ipojuca;-8 30 54.37;-35  7 28.86
030147;Comércio (centro de Camela);Rua Do Comercio;Ipojuca;-8 30 47.66;-35  7 26.55
030148;Comércio (centro de Camela);Rua Do Comercio;Ipojuca;-8 30 48.31;-35   7 27.13
030155;PE-060;Camela;Ipojuca;-8  30 24.77;-35  5 46.23
030157;PE-060;Camela;Ipojuca;-8 29 41.97;-35 5 32.04
030159;PE-060;Ipojuca;Ipojuca;-8 28 12.03;-35  5 41.08
030161;PE-060;Ipojuca;Ipojuca;-8  27 32.83;-35  5 51.64
030165;PE-060;Ipojuca;Ipojuca;-8 25 40.27;-35 4 26.44
030166;PE-060;Ipojuca;Ipojuca;-8  25 26.23;-35  4 26.14
030167;Serrambi;Ipojuca;Ipojuca;-8 33 26.60;-35  1 28.21
030168;PE-060;Ipojuca;Ipojuca;-8 22 35.13;-35 2 18.20
030169;PE-060;Ipojuca;Ipojuca;-08.3681196;-035.030760
030170;PE-060;Ipojuca;Ipojuca;-08.3849010;-035.0425493
030171;PE-060;Engenho Camaçarí;Cabo de Santo Agostinho;-8 21 23.73;-35 1 7.23
030172;PE-060;Cabo;Cabo de Santo Agostinho;-8.3496383;-35.0176858
030173;PE-060;Cabo;Cabo de Santo Agostinho;-8.3472528;-35.0166328
030174;PE-060;Cabo;Cabo de Santo Agostinho;-8.3419588;-35.0144780
030175;PE-060;Cabo;Cabo de Santo Agostinho;-8 20 15.39;-35   0 46.46
030176;PE-060;Cabo;Cabo de Santo Agostinho;-8 20 3.11;-35  0 40.84
030178;PE-060;Cabo;Cabo de Santo Agostinho;-8.3255;-35.0087
030182;PE-060;Cohab;Cabo de Santo Agostinho;-08.2940413;-035.0260023
030183;PE-060;Cohab;Cabo de Santo Agostinho;-08.2904192;-035.0270445
030184;PE-060;Ipojuca;Cabo de Santo Agostinho;-08.2883461;-035.0276437
030185;PE-060;Cohab;Cabo de Santo Agostinho;-8 27 34.49;-35  5 51.25
030186;PE-060;Cohab;Cabo de Santo Agostinho;-8 17 8.91;-35 1 43.47
030187;PE-060;Camela;Ipojuca;-8 17 15.62;-35  1 41.54
030188;PE-060;Cohab;Cabo de Santo Agostinho;-8 17 24.98;-35 1 38.96
030189;PE-060;Ipojuca;Ipojuca;-8 25.103;-35  4 20.77
030191;PE-060;Cohab;Cabo de Santo Agostinho;-8 17 51.31;-35  1 31.92
030192;PE-060;Cabo;Cabo de Santo Agostinho;-08.3049072;-035.0211722
030193;PE-060;Cabo;Cabo de Santo Agostinho;-08.3093476;-035.0185800
030195;PE-060;Ipojuca;Ipojuca;-08  19 34.97;-035  0 32.79
030196;PE-060;Ipojuca;Ipojuca;-8  20 49.61;-35 1 0.38
030197;PE-060;Ipojuca;Ipojuca;-8 22.064;-35 01.826
030198;PE-060;Ipojuca;Ipojuca;-08.3768315;-035.0388646
030199;PE-060;Ipojuca;Ipojuca;-08.3839602;-035.0424978
030200;PE-060;Ipojuca;Ipojuca;-8 23 14.72;-35 2 35.50
030201;PE-060;Ipojuca;Ipojuca;-8  23 27.27;-35  2 41.58
030203;PE-060;Ipojuca;Ipojuca;-08.4119443;-035.0721058
030207;PE-060;Ipojuca;Ipojuca;-8  24 3.35;-35 3 32.55
030209;PE-060;Ipojuca;Ipojuca;-8 27 34.47;-35  5 51.24
030210;PE-060;Ipojuca;Ipojuca;-8 17 37.80;-35 1 33.56
030212;PE-060;Camela;Ipojuca;-8 17 24.98;-35  1 38.96
030213;PE-038;Nossa Senhora do Ó;Ipojuca;-8 17 34.11;-35  1 36.35
030214;José Ermírio de Morais;Cabo;Cabo de Santo Agostinho;-8  17 49.24;-35  2 16.66
030215;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 26.84;-35 2 42.18
030216;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 5.87;-35 3 5.44
030217;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 18.17;-35  3 29.26
030218;PE-038;Ipojuca;Ipojuca;-8  25 7.25;-35 4 15.05
030219;Eraldo Barros de Souza;Cohab;Cabo de Santo Agostinho;-8 17.370;-35 01.720
030220;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 23.75;-35 3 44.18
030221;PE-038;Nossa Senhora do Ó;Ipojuca;-8 25 6.30;-35 3 4.96
030223;Maracaípe (Retorno);Maracaipe;Ipojuca;-8 31 31.25;-35 0  27.75
030224;PE-009;Porto de Galinhas;Ipojuca;-8 30 8.85;-35 0 18.06
030225;PE-009;Porto de Galinhas;Ipojuca;-8  29 49.33;-35 0 17.13
030226;PE-009;Porto de Galinhas;Ipojuca;-8 29 25.02;-35 0 11.48
030227;PE-009;Porto de Galinhas;Ipojuca;-8 29 9.49;-35 0 7.97
030228;PE-009;Porto de Galinhas;Ipojuca;-8 28 58.7;-35 0 5.35
030231;Gaibu;Gaibu;Cabo de Santo Agostinho;-8 19 49.60;-34 57 23.01
030232;PE-009;Porto de Galinhas;Ipojuca;-8  27 0.82;-34 59 40.89
030233;PE-009;Porto de Galinhas;Ipojuca;-8 26 58.70;-34 59 41.17
030237;PE-009;Porto de Galinhas;Ipojuca;-8 28 39.75;-34 59 59.46
030238;PE-009;Porto de Galinhas;Ipojuca;-8 28 58.32;-35  0 6.89
030240;PE-009;Porto de Galinhas;Ipojuca;-8 29.446;-35 00.207
030241;PE-009;Porto de Galinhas;Ipojuca;-8  29 47.02;-35  0 17.23
030242;PE-009;Porto de Galinhas;Ipojuca;-8 30 8.56;-35 0 19.28
030255;Beira Rio;Camela;Recife;-8 30 39.26;-35 7 3.02
030256;Beira Rio;Camela;Recife;-8 30 39.30;-35 7 10.56
030257;Comércio (centro de Camela);Camela;Ipojuca;-8 30 40.56;-35 7 21.60
030258;Comércio (centro de Camela);Camela;Ipojuca;-8 30 46.67;-35 7 26.55
030259;Comércio (centro de Camela);Camela;Ipojuca;-8 30 52.38;-35 7 28.63
030260;Comércio (centro de Camela);Camela;Ipojuca;-8 30 40.60;-35 7 19.68
030261;Beira Rio;Camela;Recife;-8 30 39.34;-35   7 11.10
030262;Beira Rio;Camela;Recife;-8 30 39.48;-35 7 2.69
030263;Armando Jorge Sales;Cabo;Cabo de Santo Agostinho;-8 16.992;-35 02.105
030265;Pereira da Costa;Cabo;Cabo de Santo Agostinho;-8 16 51.37;-35 1 52.20
030268;Horácio Ferraz;Curcurana;Jaboatão dos Guararapes;-8 13 28.50;-34  56 27.41
030269;Cristovão de Souza Leão (N. S. do Ó);Ipojuca;Ipojuca;-8 24 2.79;-35 3 51.93
030270;Antônio de Souza Leão;Centro;Cabo de Santo Agostinho;-8 17 18.67;-35 2 20.90
030271;Porto Alegre;Cabo;Cabo de Santo Agostinho;-8  17 27.14;-35 2 20.94
030272;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13.412;-34 56.942
030273;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13.426;-34 56.778
030274;José Ermírio de Morais;Cabo;Cabo de Santo Agostinho;-8 17 54.06;-35  2 15.02
030275;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13.486;-34 56.501
030276;04;Centro;Cabo de Santo Agostinho;-8 17 50.38;-35 1 58.07
030277;COHAB;Cohab;Cabo de Santo Agostinho;-8  17 56.40;-35 1 50.87
030278;Eraldo Barros de Souza;Cohab;Cabo de Santo Agostinho;-08.2961081;-35.0294960
030279;Eraldo Barros de Souza;Cohab;Cabo de Santo Agostinho;-8  17 41.26;-35   1 43.70
030280;Eraldo Barros de Souza;Cohab;Cabo de Santo Agostinho;-8  17 30.35;-35   1 40.78
030281;Eraldo Barros de Souza;Cabo;Cabo de Santo Agostinho;-8 17 22.49;-35  1 43.02
030283;Eraldo Barros de Souza;Cohab;Cabo de Santo Agostinho;-8 17 30.14;-35 1 41.20
030285;Manoel Queiroz;Cabo;Cabo de Santo Agostinho;-8 17 15.63;-35 2 11.00
030288;Francisco Gomes Farias;Bela Vista;Cabo de Santo Agostinho;-8 17 13.74;-35 2 5.91
030289;Francisco Gomes Farias;Cohab;Cabo de Santo Agostinho;-08.2885494;-35.0283866
030290;Itapuama;Itapuama;Cabo de Santo Agostinho;-8 17 46.19;-34 57 13.59
030291;Itapuama;Itapuama;Cabo de Santo Agostinho;-8 17 45.94;-34 57 26.27
030292;Itapuama;Itapuama;Cabo de Santo Agostinho;-8 17 44.58;-34 57 25.66
030293;Dois Rios;Itapuama;Recife;-8 19.236;-34 57.130
030294;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 16.89;-34 57 38.80
030295;Dois Rios;Enseada dos corais;Recife;-8 18 57.73;-34 57 0.43
030296;Dois Rios;Enseada dos corais;Recife;-8 18 55.92;-34 57 0.38
030297;Getúlio Vargas;Cabo;Cabo de Santo Agostinho;-08.283954;-035.0356338
030298;José Lins Teles;Vila social contra mucambo;Cabo de Santo Agostinho;-8 16 43.30;-35 1 38.35
030299;José Lins Teles;Vila social contra mucambo;Cabo de Santo Agostinho;-8 16 40.27;-35 1 30.19
030300;Trapiche;Vila social contra mucambo;Cabo de Santo Agostinho;-8 16 41.51;-35 1 24.81
030301;Nova;Vila roca;Cabo de Santo Agostinho;-8  16 51.99;-35  1 19.60
030302;Israel Felipe;Cabo;Cabo de Santo Agostinho;-08.2828907;-35.0226167
030303;Agripino Xavier;Vila roca;Cabo de Santo Agostinho;-8 17 1.72;-35 1 28.36
030304;Maria Madalena Tabosa Lopes;Vila roca;Cabo de Santo Agostinho;-8 17 12.14;-35 1 38.64
030307;Gaibu;Gaibu;Cabo de Santo Agostinho;-8 21 17.35;-34 57 16.60
030308;Gaibu;Gaibu;Cabo de Santo Agostinho;-8 20 2.81;-34 57 17.48
030310;Corais;Gaibu;Cabo de Santo Agostinho;-8 19 11.59;-34 57 28.79
030311;PE-028;Engenho Camaçarí;Cabo de Santo Agostinho;-8 19 7.05;-34 57 33.43
030312;PE-028;Algodoaí;Cabo de Santo Agostinho;-8 19 11.17;-35 0 11.49
030314;PE-028;Algodoaí;Cabo de Santo Agostinho;-8 19.201;-35 00.225
030315;PE-028;Porto de Galinhas;Cabo de Santo Agostinho;-8  27 22.72;-34 59 43.80
030316;Gaibu;Cabo;Cabo de Santo Agostinho;-8 19 12.01;-34 57 29.06
030317;Gaibu;Gaibu;Cabo de Santo Agostinho;-8  20 15.48;-34 57 14.41
030318;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 18 35.28;-34 56 51.52
030319;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 18 49.20;-34 56 57.40
030320;Dois Rios;Itapuama;Recife;-8 19 13.56;-34 57 8.29
030321;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 19 12.18;-34 57 7.44
030322;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 19 17.13;-34 57 14.45
030323;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 19 0.58;-34 57 1.67
030324;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 18 50.64;-34 56 57.32
030325;Corais;Enseada dos corais;Cabo de Santo Agostinho;-8 18 37.31;-34 56 51.62
030326;Itapuama;Itapuama;Cabo de Santo Agostinho;-8 17 46.35;-34 57 26.03
030328;Itapuama;Itapuama;Cabo de Santo Agostinho;-8 17 27.86;-34 57 23.35
030329;Quatorze;Itapuama;Cabo de Santo Agostinho;-8 17 44.82;-34 57 26.04
030331;Horácio Ferraz;Pontezinha;Jaboatão dos Guararapes;-8 13 18.34;-34 57 47.14
030333;Horácio Ferraz;Curcurana;Jaboatão dos Guararapes;-8 13.308;-34 57.684
030334;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 20.24;-34 57 18.25
030335;Curcurana;Curcurana;Jaboatão dos Guararapes;-8  13 20.63;-34  57 17.63
030336;Curcurana;Cabo;Jaboatão dos Guararapes;-8  13 23.94;-34 56 57.83
030337;José Ermírio de Morais;Centro;Cabo de Santo Agostinho;-8 13 26.02;-34  56 44.49
030338;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 27.37;-34 56 36.26
030339;04;Curcurana;Cabo de Santo Agostinho;-8 13 28.88;-34 56 26.94
030340;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 30.34;-34 56 18.32
030341;Curcurana;Barra de Jangada;Jaboatão dos Guararapes;-8 13.559;-34  56.006
030342;Curcurana;Barra de Jangada;Jaboatão dos Guararapes;-8 13 32.90;-34 56 1.46
030343;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 29.95;-34 56 19.11
030344;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 28.65;-34 56 27.12
030345;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 26.42;-34 56 40.12
030346;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 25.37;-34 56 46.79
030347;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 23.85;-34 56 56.82
030348;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 21.70;-34 57 9.57
030349;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 20.42;-34 57 17.30
030350;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 18.10;-34 57 31.38
030351;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 17 13.62;-35 1 52.43
030352;Curcurana;Pontezinha;Jaboatão dos Guararapes;-8 13 19.27;-34 57 48.73
030353;Curcurana;Pontezinha;Jaboatão dos Guararapes;-8 13 22.67;-34 57 56.79
030354;Soure;Curcurana;Jaboatão dos Guararapes;-8 13 36.84;-34 55 54.36
030355;Soure;Curcurana;Jaboatão dos Guararapes;-8 13 35.40;-34 55 53.91
030556;Paiva;Barra de Jangada;Jaboatão dos Guararapes;-8.2379199;-34.9404466
030557;Três;Barra de Jangada;Jaboatão dos Guararapes;-8.2456599;-34.9400250
030558;Três;Barra de Jangada;Jaboatão dos Guararapes;-8.2495216;-34.9424249
030559;Três;Barra de Jangada;Jaboatão dos Guararapes;-8.2529767;-34.9452599
030560;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2567116;-34.9470466
030561;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2609916;-34.9487100
030562;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2650982;-34.9490032
030563;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2695683;-34.9493916
030564;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2737316;-34.9504833
030565;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2770482;-34.9520749
030566;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8 16 50.63;-34 57 10.52
030567;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8 17 5.52;-34 57 18.03
030568;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8 17 18.91;-34 57 22.39
030569;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2877333;-34.9561199
030570;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2859433;-34.9549966
030571;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2827716;-34.9545234
030572;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2799649;-34.9522016
030573;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2755264;-34.9516549
030574;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2729366;-34.9498016
030575;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2683350;-34.9484510
030576;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2654885;-34.9488083
030577;Coqueiros;PAIVA;Cabo de Santo Agostinho;-8.2592716;-34.9479139
030578;Três;PAIVA;Jaboatão dos Guararapes;-8.2552233;-34.9466532
030579;Três;PAIVA;Jaboatão dos Guararapes;-8.2525916;-34.9439566
030580;Três;PAIVA;Jaboatão dos Guararapes;-8.2481149;-34.9416299
030581;Três;PAIVA;Jaboatão dos Guararapes;-8.2450016;-34.9389499
030582;Três;PAIVA;Jaboatão dos Guararapes;-8 14 36.06;-34 56 14.19
030583;João José Alves;Ponte dos Carvalhos (Distrito);Jaboatão dos Guararapes;-8 14 24.50;-34 58 59.10
030585;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 34.86;-34 58 51.93
030586;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 44.13;-34 58 53.74
030587;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 54.27;-34 58 55.58
030588;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 15  3.50;-34 58 58.52
030595;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 15  4.14;-34 58 58.70
030596;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 53.16;-34 58 54.77
030597;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 44.41;-34 58 53.40
030598;Abdias Valério de Oliveira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 36.13;-34 58 59.95
030599;Abdias Valério de Oliveira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 29.41;-34 59  5.36
030600;Diomedes Ferreira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 15  2.47;-34 58 57.87
030601;João J. Alves;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 20.41;-34 59  2.86
030602;Abdias Valério de Oliveira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 37.47;-34 58 53.20
030603;Abdias Valério de Oliveira;Ponte dos Carvalhos (Distrito);Cabo de Santo Agostinho;-8 14 25.79;-34 59 9.72
030604;PE-060;Ipojuca;Ipojuca;-8 23 30.58;-35 2  50.68
030605;PE-060;Ipojuca;Ipojuca;-8 23 29.97;-35 2  50.52
030608;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 24.99;-34 56 50.78
030609;Curcurana;Curcurana;Jaboatão dos Guararapes;-8 13 24.72;-34 56 50.72
030610;PE-060;Centro;Ipojuca;-8 23 44.36;-35  3 13.77
030611;PE-060;Ipojuca;Ipojuca;-8 23 47.79;-35 3  17.04
030612;Pedro Serafim de Souza (N. S. do Ó);Camela;Ipojuca;-8 30 55.72;-35  7 28.94
030615;Esperança (Porto de Galinhas);Porto de Galinhas;Ipojuca;-8 30 16.15;-35  0 28.19
040000;Barro;Barro;Recife;-8 5 18.72;-34 56 45.75
040001;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   6 17.96;-34 58 33.80
040002;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  6 15.57;-34  58 31.47
040003;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   6 7.88;-34  58 19.72
040004;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  6 3.60;-34  58 11.99
040005;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  5 54.15;-34  58 6.39
040006;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   5 46.29;-34  58 1.17
040007;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 5 41.10;-34 57 56.79
040008;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 5 36.31;-34 57 49.34
040009;José Rufino;Tejipio;Recife;- 8  5 26.47;-34  57 22.05
040010;José Rufino;Tejipio;Recife;-8  5 25.74;-34 57 7.88
040011;José Rufino;Tejipio;Recife;-8 5 28.86;-34 57 0.20
040012;José Rufino;Barro;Recife;-8  5 35.22;-34 56 44.54
040013;José Rufino;Barro;Recife;-8 5 35.69;-34 56 36.41
040014;José Rufino;Barro;Recife;-8  5 34.72;-34  56 24.07
040015;José Rufino;Areias;Recife;-8  5 31.16;-34  56 10.72
040016;José Rufino;Areias;Recife;-8  5 22.50;-34 56 1.64
040017;José Rufino;Areias;Recife;-8   5 18.41;-34 55 57.50
040018;José Rufino;Areias;Recife;-8   5 12.38;-34 55 51.24
040019;José Rufino;Areias;Recife;-8  5 3.44;-34 55 36.50
040020;Miguel;Jiquiá;Recife;-8   4 57.67;-34 55 26.74
040021;Miguel;Afogados;Recife;-8  4 52.86;-34 55 18.79
040022;Miguel;Afogados;Recife;-8  4 51.25;-34 55 7.69
040023;Miguel;Afogados;Recife;-8 4 50.93;-34 54 58.93
040024;Miguel;Afogados;Recife;-8  4 50.16;-34 54 47.25
040025;Miguel;Afogados;Recife;-8  4 49.31;-34 54 37.03
040026;Miguel;Afogados;Recife;-8 4 49.29;-34 54 29.36
040027;Miguel;Afogados;Recife;-8  4 48.85;-34  54 36.98
040028;Miguel;Afogados;Recife;-8 4 49.34;-34 54 45.62
040029;Miguel;Afogados;Recife;-8   4 50.47;-34 54 59.14
040030;Miguel;Afogados;Recife;-8 4 50.75;-34 55 6.01
040031;Miguel;Afogados;Recife;-8 4 51.56;-34 55 16.48
040032;Miguel;Afogados;Recife;-8 4 55.69;-34  55 24.41
040033;Miguel;Jiquiá;Recife;-8  5 0.45;-34  55 30.91
040034;José Rufino;Areias;Recife;-8 5 4.33;-34 55 40.34
040035;José Rufino;Areias;Recife;-8  5 12.46;-34 55 52.32
040036;José Rufino;Areias;Recife;-8  5 18.01;-34  55 57.78
040037;José Rufino;Areias;Recife;-8  5 23.14;-34 56 2.97
040038;José Rufino;Areias;Recife;-8 5 29.24;-34 56 9.15
040039;José Rufino;Areias;Recife;-8 5 32.24;-34 56 16.61
040040;José Rufino;Barro;Recife;-8  5 34.55;-34  56 27.23
040041;José Rufino;Barro;Recife;-8.0933411;-34.9439046
040042;José Rufino;Barro;Recife;-8  5 34.27;-34 56 45.64
040043;José Rufino;Barro;Recife;-8 5 29.21;-34 56 58.09
040044;José Rufino;Barro;Recife;-8  5 24.83;-34 57 8.89
040045;José Rufino;Tejipio;Recife;-8 5 26.51;-34 57 24.47
040046;Falcão Lacerda;Tejipio;Recife;-8 5 30.67;-34  57 39.97
040047;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  5 36.77;-34 57 50.98
040048;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  5 41.42;-34 57 57.77
040049;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   5 46.74;-34 58 2.03
040050;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 5 52.73;-34  58 5.98
040051;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   6 2.85;-34 58 11.87
040052;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8  6 7.29;-34 58 19.44
040053;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8   6 12.21;-34 58 28.65
040054;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 6 18.79;-34 58 35.36
040055;Gil Rodrigues dos Santos;Areias;Recife;-8  5 40.44;-34  55 25.82
040056;Gil Rodrigues dos Santos;Areias;Recife;-8  5 43.08;-34 55 26.85
040057;Ernesto Nazareth;Areias;Recife;-8  5 47.24;-34 55 30.07
040058;Ernesto Nazareth;Areias;Recife;-8 5 42.14;-34 55 30.82
040059;Ernesto Nazareth;Areias;Recife;-8  5 34.48;-34 55 31.88
040060;Tapajós;Areias;Recife;-8  5 27.86;-34 55 43.46
040061;Tapajós;Areias;Recife;-8  5 30.24;-34 55 38.36
040062;Tapajós;Areias;Recife;-8  5 28.77;-34 55 42.47
040063;Tapajós;Areias;Recife;-8  5 31.27;-34  55 37.02
040064;Tapajós;Areias;Recife;-8  5 32.90;-34 55 33.61
040065;Tapajós;Areias;Recife;-8  5 36.62;-34  55 25.37
040066;Tapajós;Areias;Recife;-8 5 38.64;-34 55 20.95
040067;Parente Viana;Areias;Recife;-8 5 42.77;-34   55 22.64
040068;Gil Rodrigues dos Santos;Areias;Recife;-8 5 44.61;-34 55 26.37
040069;Felipe Figueiroa;Areias;Recife;-8  5 37.23;-34 55 47.79
040070;Felipe Bandeira de Melo;Areias;Recife;-08   5 45.14;-34 55 45.23
040071;Felipe Bandeira de Melo;Areias;Recife;-8 05.736;-34 55.758
040072;Gregório Caldas;Areias;Recife;-8  5 51.39;-34 55 50.47
040073;Gregório Caldas;Areias;Recife;-8 5 54.88;-34 55 54.26
040074;Gregório Caldas;Areias;Recife;-8   5 55.95;-34 55 54.79
040075;Gregório Caldas;Areias;Recife;-8   5 51.22;-34 55 49.70
040076;Aurora Caçote;Areias;Recife;-8   5 57.99;-34 56 0.42
040077;Aurora Caçote;Areias;Recife;-8 5 58.68;-34 55 59.51
040078;Cambucá;Areias;Recife;-8  5 56.76;-34  56 7.87
040079;Cambucá;Areias;Recife;-8  5 57.19;-34 56 8.58
040080;Ipojuca;Areias;Recife;-8 05.829;-34 56.167
040081;Ipojuca;Areias;Recife;-8 5 38.83;-34 56 9.60
040082;Ipojuca;Areias;Recife;-8   5 32.36;-34 56 9.18
040083;Ipojuca;Areias;Recife;-8  5 33.86;-34 56 9.67
040084;Ipojuca;Areias;Recife;-8  5 39.91;-34  56 9.96
040085;Ipojuca;Areias;Recife;-8  5 48.52;-34 56 10.25
040086;Ipojuca;Areias;Recife;-8  5 54.15;-34 56 10.49
040087;Arealva;Areias;Recife;-8 6 3.84;-34 56 12.06
040088;Novo Horizonte;Areias;Recife;-8  6 2.76;-34  56 15.24
040089;Novo Horizonte;Areias;Recife;-8 5 55.50;-34 56 17.02
040090;Novo Horizonte;Areias;Recife;-8  5 56.51;-34 56 17.18
040091;Novo Horizonte;Areias;Recife;-8 6 3.07;-34 56 15.45
040093;Rio Solimões;Areias;Recife;-8 5 52.41;-34 56 19.69
